Gene.refGene,Z_score
KDM4D,0.118769201
SLC25A37,-0.10834033
OR5AS1,0.042010003
SMARCC2,-0.093154896
FAM109A,0.003751021
CCDC12,-0.137845689
AMBRA1,0.079921833
USF2,-0.188852852
C20orf24,-0.082720781
DEPDC7,-0.017181826
DSP,-0.012421092
FAM20A,0.047098214
IRF2BP2,-0.081630382
ZNF230,0.057988728
MSN,-0.230150229
SLC9A5,0.178662755
MUSK,0.032342858
EPDR1,-0.144225943
ZNF434,0.115397657
SMARCD1,-0.006962464
ZNF347,-0.059980232
ZFP106,-0.068080971
GTF2E1,0.07646896
ATAD2B,0.15051741
ARHGAP17,-0.178285085
KCNIP3,0.118181901
PRSS54,0.128240514
SFPQ,-0.050867557
GFRA4,0.137737826
TIGD6,0.117917898
RGS16,0.068025592
URB1,0.074855618
TCEB3CL,0.129666441
TOP3B,0.021873396
NFATC4,-0.015918813
CA14,0.107090127
BMPR1A,-0.012339792
PRL,0.185697548
STAG2,0.056356795
LRTOMT,0.083237107
MIR149,0.021697268
CD55,-0.083426348
RPS23,-0.182307943
FBXO27,0.00079215
SYNGR3,0.172964347
EML1,0.152348912
NUP93,-0.021696234
SMAD3,-0.164024547
MRVI1,-0.088290219
ZNF581,-0.146810253
CDK12,0.001829989
ELOVL3,0.044626276
OR51Q1,0.028585479
CACNB3,-0.043398541
GALNT13,0.168782162
SPO11,0.066821753
NEDD4,0.032001995
OR5AU1,0.109626247
NEK4,0.041058673
PRKAR2A,0.009679041
ATP6V0B,-0.15186997
CACNA1E,0.148710587
CEACAM8,0.102900851
SKP1,-0.122243152
PEX14,0.059807166
MIR19A,0.037429644
FYCO1,-0.006885971
FBLIM1,-0.12732396
CMTM1,0.043421049
PLTP,-0.194590678
RAPH1,-0.007222105
MINK1,-0.07235781
DOCK8,0.054264104
EZH2,0.173421442
SLC25A1,-0.139190035
PLEKHB1,0.143932782
ZFP37,0.17008065
MRPL33,-0.111023804
ARMC1,-0.014675972
SNORA21,0.023447694
RNASEK,-0.202027382
C9orf37,-0.11054285
TMEM66,-0.117803978
SPRN,0.037613198
HBEGF,-0.049275579
PI4KA,0.074117804
MT1IP,0.1156165
POU2AF1,0.020542082
LEPRE1,0.069589808
MRPL12,-0.159880672
ZC3H3,-0.080114012
RASAL1,0.090467485
DDAH1,-0.022005287
ACBD5,0.055574798
TMC2,0.095568006
UGT2B15,0.047048675
TIPARP,-0.112375688
CCDC137,0.061408777
DNASE1L3,-0.063842387
EXD2,-0.007741385
TRIM72,0.084924561
DBX2,0.07756013
IPO8,0.023304488
C21orf88,0.011283329
MAP3K14,-0.016127208
ESRG,0.148305703
PIBF1,0.113204685
PDE6D,0.110908594
NKRF,0.023880333
CLK2,-0.12172924
TNFSF15,0.137840477
FAM75D3,0.081156366
DUSP2,-0.112099156
SECISBP2,0.001759532
GABRR2,0.189469628
PPAP2C,0.000239599
PAG1,0.069124116
PIK3C3,0.071587038
CTSL1P8,0.015724146
APOL4,-0.061535224
GPCPD1,-0.081237682
ANKRD28,0.120550107
STMN3,-0.007182952
RAB14,-0.15538337
CDK2AP2,-0.098300266
CXCR2,-0.014936846
HDDC3,-0.089425979
EMBP1,0.133348426
CXXC1,-0.089990399
HMCN1,0.133940262
ESYT3,0.116311087
CD40,-0.120150304
DYNC1LI2,-0.191733699
EFCAB7,0.163494734
GDI1,-0.083336406
VSNL1,0.059941616
HEPN1,0.003397349
PIH1D1,-0.113444982
RAET1G,0.032195464
KRTAP5-9,0.010198179
EFTUD2,-0.129557745
HSPB11,-0.088066673
MED10,-0.182287165
SCN4A,0.038082178
OR2W3,0.016600697
ATP6V1G3,0.050774194
ARHGAP4,-0.0433551
FAM135A,0.045149161
EHMT2,-0.024843972
UFD1L,-0.052592057
ACTL9,0.034823853
THAP8,0.020314963
HACE1,0.163341411
C3orf20,0.089462032
SCD5,-0.024454975
LSG1,0.00107042
MAL,-0.120465314
GPR22,0.089465517
ACTRT1,0.093530135
WDR5B,0.105476786
ARMC8,0.081962029
GRIN2C,0.11560267
RD3,0.17496517
SLC47A1,-0.056220095
DMPK,-0.094445347
DHRS13,-0.063244767
SMC1A,0.007232358
KRTAP17-1,0.122195773
SMYD5,-0.02753805
CRHR2,0.15787274
TUSC2,-0.142573454
CCDC155,0.180633877
SLC22A20,0.149966084
PDZD9,0.0370515
GAGE12J,0.018405537
ATP2C1,-0.019528616
CCDC104,-0.036146033
KRTAP10-1,0.113431694
MAMSTR,0.148259552
CROT,0.082636185
PABPC3,0.039398222
EGR1,-0.069605006
KHK,-0.038942556
SLC12A2,0.100638884
CD58,-0.189603915
TMEM8A,-0.047091741
CCDC48,-0.060904058
CCDC76,0.103505352
DNAH1,0.122570183
ZIC4,0.136018056
OR1G1,0.073798135
PROKR1,-0.007505303
ABCB1,0.083978911
TRAT1,-0.043558536
STRADA,-0.129795417
GAGE12C,0.045932592
LLGL1,-0.058130646
USP54,0.005608177
ITGB7,-0.058346605
CCDC81,0.102155913
PRH1,-0.002698748
SCUBE1,0.021459492
ZSCAN10,0.122799787
HUWE1,0.032669088
CDH17,0.067442334
CD180,-0.050148401
IL17A,0.114569121
TMPO,-0.087610482
LYRM5,-0.079134097
KIAA1524,0.135911837
HDGFRP3,0.012617471
ACCS,0.009040103
OXCT1,-0.108038488
RRAS2,-0.156289691
LTBP2,-0.027135561
SV2B,0.269322876
CYP2A6,-0.050338607
PKD1L2,0.131739426
LOC100132356,0.043989494
PPM1M,-0.128313255
ZNF502,0.113723113
CRYBA2,0.061883499
GP6,0.061571109
LEF1,0.024969326
CTPS,-0.034508394
EYA1,0.06498366
EPS8L1,0.06558603
MAPK14,-0.031856295
SERPINB2,0.058520143
GTF2F2,-0.016742076
PLA1A,-0.006669393
HPR,-0.104189364
TRIM78P,-0.045138104
SATB2,0.085010693
KCNJ9,0.057470565
RRP36,-0.169350856
MOCS3,0.043038125
PPHLN1,-0.135071287
HIST1H2BN,0.121967807
RAPGEF1,-0.025064141
MAP3K8,-0.055109297
DLG4,0.212626259
STC1,-0.021437924
NCCRP1,0.047167447
DDX26B,0.048729365
CPSF3,-0.096314069
TMEM14A,-0.026311873
MYH3,0.06223102
GPKOW,-0.080932712
SULT1A1,-0.153258255
SPON1,0.067052648
YY1AP1,-0.138452058
RAB23,-0.100779118
PLA2G4A,-0.051043145
MAPRE3,-0.047473564
ZNF516,0.125768097
GGPS1,0.032981967
EXOC3L2,0.062546085
C19orf42,-0.2025865
MAP2K2,-0.182444608
HIST1H2BB,0.004298151
RNF19B,0.026597306
ANO2,0.307420138
TLR8,0.002775233
PCDHA9,0.074815345
CARS2,-0.151735415
ARHGEF35,-0.046778428
RHAG,0.075400896
CLUL1,0.29701799
OR2AK2,0.035617512
C9orf95,-0.141461143
EXOC8,0.037355652
MAML3,-0.010669853
SAMD1,-0.202722584
LDHA,-0.016157038
PHF19,0.014458313
C8orf55,-0.140599154
ATP5S,-0.024100183
KRTAP13-4,-0.038592846
TTC5,-0.00976307
XKR5,0.010479593
TEX28,0.135885264
TCTN1,0.004798137
SPDYE3,0.081343649
PPP2R5C,-0.086899465
CAPG,-0.180322973
MPZL1,-0.223926646
ARSB,-0.015753555
TDH,0.170008264
ANKRD30BL,0.049111196
TSSK3,-0.049980893
CRISPLD1,0.038918521
PRR5-ARHGAP8,0.039691458
MAD1L1,0.034178932
LOC283174,-0.034806171
AMPD1,-0.010067756
DPYSL5,0.167182418
INPP1,-0.196467355
ANKRD11,0.01120701
NPAS4,0.190085281
GCET2,-0.008846494
NFKBID,0.085511183
GUCY2D,0.16923633
RNASE9,0.085019211
FGF4,0.102885058
CPM,-0.07889595
SLC26A4,0.011358875
PLD5,0.128805408
FAM59A,-0.003298544
FBXO5,0.077365475
SIPA1L1,0.009170479
DPYS,0.092785029
ATG4D,-0.091725091
TGM3,0.085251749
MTCH1,-0.189112029
HK1,0.030964253
CDC26,-0.057296937
GALNT12,0.002540788
MRPL35,-0.085899746
TNKS,0.136917448
ZNF497,0.10494272
SLC30A4,0.041682518
TUB,0.184934511
ARHGEF18,0.023231875
ARRB1,-0.049369072
KCNK1,0.022084744
RUNDC3B,0.089826633
EREG,0.098561885
SCAMP5,0.182750187
LOC100499177,-0.025069842
IL17RB,0.037081529
ADAMTS20,0.143437353
MCAM,-0.17432209
POLR3E,-0.016383446
OR7C1,0.099087494
AQR,0.113431324
PMS2L2,-0.025538737
IPMK,0.060203989
CDCA7,-0.046259703
CAMP,0.009309694
TBC1D26,0.013168299
GRHL3,0.128551963
CLMN,0.025068569
DENND5B,0.178015209
SSTR3,0.012657922
MAGEA5,0.083740203
OVOL2,0.000529311
RBL2,-0.159745966
PYGO2,-0.107790276
PPP1R10,0.054693145
CSE1L,-0.010316772
LCA5,0.104542026
RDH16,0.078619454
ASRGL1,-0.006167418
TOM1,-0.128455087
PTX3,0.042919183
MRPL50,-0.073882437
SCGB3A1,-0.016829727
SLC26A11,-0.000834584
RCAN3,0.05453583
STYX,-0.160747906
CINP,-0.084829326
MARCH7,-0.121377832
VCX,0.052292121
PFKM,-0.022519252
SGMS1,-0.010763399
RIOK3,-0.042912469
C1orf110,0.124925389
PPP1R12C,-0.135184316
GRAMD4,-0.030476135
C10orf27,0.099209136
ATG9A,-0.05907392
MRPS26,-0.23386286
TMEM40,0.093274795
ELP3,0.018811224
ZNF787,-0.160200978
GPAT2,0.020831714
HIAT1,-0.201950154
C8orf34,0.137199601
PELI1,-0.138817854
PPT1,-0.167780838
SLC35C2,-0.083240557
MUC4,0.12333108
RFC4,-0.05762018
GNB2,-0.133890894
NUP50,-0.125043921
C7,-0.153545433
SULT4A1,0.110153319
KAT2A,-0.120916481
CCDC130,-0.136169066
ARRDC4,0.107975329
GLYCTK,0.082744488
RQCD1,0.065820515
MTUS1,0.038224918
LEMD3,0.134779608
PLEKHF2,0.05420987
GAGE2D,0.034486541
HOXA7,0.004404992
CNOT10,0.015344215
GTF3C2,0.001289138
DYNLRB2,-0.007822053
MR1,-0.078203791
FFAR1,0.082738996
PRIC285,0.051135485
SLITRK6,0.070220343
LIX1,0.100164336
ATL3,-0.249114403
F8,-0.019466708
ACHE,-0.014821407
KPNA5,0.180177136
TNFRSF12A,-0.041065095
EGR3,0.028141722
C5orf54,-0.043459447
SERPIND1,-0.010258902
OASL,0.008297356
IFRD1,-0.006816553
WDFY1,-0.036450131
ACCN5,0.011856775
ZNF267,-0.038950396
ZBTB6,0.111545845
PPP1R3A,0.036446642
PRRT3,0.099213862
FBXL19,0.130994989
ACTN2,0.019768682
TXNIP,-0.233912151
ATG9B,0.13428959
RPL36AL,-0.159090708
KLK15,0.075913406
HEBP2,-0.182057204
RAP2B,0.041705026
CHAD,0.003430961
TLR3,-0.092565436
CAMK2G,-0.095966403
HMGB2,0.033516045
FGF14,0.128480471
TRPM5,0.116279525
OR5M11,0.069225289
KIF3B,-0.00299881
PRICKLE2,0.032026928
CSRNP3,0.170999256
MTMR9,0.210724074
C3orf27,0.036357043
NSDHL,-0.131477244
GLRA3,0.071754775
POLR2D,-0.230020934
C9orf114,-0.064828739
MYADML,0.081263659
MRGPRX1,0.087384862
TOPORS,-0.051725638
CLDN19,0.021928312
DHRS9,0.047162178
RNF165,0.218087913
FXR1,0.045151534
DNAH2,0.194100642
ZMYM3,-0.052922667
CASP3,-0.103869829
FAM120C,0.151916831
SCLY,-0.022688154
CA7,0.074714659
ENTPD5,-0.002900975
ZNF461,0.004844436
PDIA5,-0.0266258
TMEM67,0.132176168
KCTD20,-0.118380983
WDR47,0.082732288
KLRF1,0.049076999
TAS2R16,0.062627398
CLDN12,0.003962634
PRKCE,0.142971694
ITGAM,0.067388779
WDR31,0.196873996
SKA3,0.07220212
RGS2,-0.105170076
OR51L1,0.025225513
MST1R,0.104019159
KIAA1737,0.023320899
OR4A5,0.092883396
PTMA,-0.168293162
GLIS1,0.075164015
NAPA,-0.140474402
PRDM11,0.140137861
LIPF,0.005442676
DIRAS3,-0.034113356
ASGR2,0.038884725
PIK3R4,0.166957904
C1QTNF4,0.040232423
NDUFV3,-0.113862333
BTBD3,0.004017784
ARMC3,0.029575833
PPP1R2,-0.170073574
FOSL2,-0.208542638
TUBA4A,-0.034710034
RHPN1,0.14539682
KRTAP12-1,0.046679476
EEF2,-0.177437737
ZDHHC11,-0.00569883
EPHA3,0.1396681
RBM12,-0.08412192
H2AFJ,-0.102533677
EDIL3,-0.002605981
B3GALT4,-0.087912189
KIF26A,0.000912599
SERGEF,-0.026216055
OSCAR,-0.005521581
NPFF,0.008161471
TMEM155,0.043180517
DEDD,-0.033389343
PTPN1,-0.243882304
SCYL2,0.022968823
SKAP1,0.05118246
GADD45G,-0.084028195
LEAP2,0.049875977
PILRB,-0.0996243
IFITM3,-0.179809201
SLU7,-0.110384757
AQP7P1,-0.069830793
DNMT3L,0.169607391
DSC3,0.032210991
PAPD5,0.157596852
B3GNT3,0.062723558
LHCGR,0.055648738
SAP130,0.055039193
ANAPC11,-0.065584686
GPR179,0.085957839
CD200R1L,0.050703784
ATP6V1B2,0.074952
CAPZA1,-0.073711729
CDYL2,0.073384156
GLRX3,-0.116343782
AGAP8,0.012294367
HTR2B,0.021668385
CRYGD,0.006453639
PGRMC1,-0.141425399
MYOM2,0.044365322
FLJ39653,0.062702333
CHM,0.120804861
FAM105A,0.05011472
CCNL1,-0.021297779
ZNF619,0.072824356
OR5M8,0.060647097
TOMM6,-0.127622328
NAP1L3,0.107051305
B3GALNT1,0.100228472
TCP10L,0.01433015
GDAP2,0.055070173
DMKN,-0.006695914
COX6B1,-0.0962851
DNASE2,-0.196998742
MSH5,0.186612348
LGMN,-0.101807026
USP31,0.047043704
OR13C8,-0.021033559
SDCBP,-0.21493093
NUDT11,0.092419617
PYGL,-0.015474485
SNPH,0.10734039
B3GNT4,0.079742497
NUBPL,0.053858218
NOD1,-0.039987668
CDH22,0.150092618
NUBP1,-0.113516995
DSCAM,0.244150707
DGKI,0.145301759
FAM136A,-0.084009766
SLC16A6,0.234075209
AKAP1,-0.009950267
RIN3,-0.144805158
PSG2,0.109968716
PSORS1C1,0.078269001
DIP2B,0.044221679
PIGA,0.066392931
LPA,0.099695587
LY75,0.002757978
UTS2,0.099535498
RREB1,0.013697367
LPHN1,0.054049848
SP1,-0.034434923
TOX4,-0.021088393
HSPA9,-0.092437119
APOBEC1,-0.008813483
SLC35E4,0.123593499
LSM5,0.037976979
ZBTB1,-0.171413079
GTF2F1,-0.198261881
DUSP21,0.088817755
SRRM3,0.208845808
RPS15A,-0.183668537
GINS4,0.134889641
ZNF876P,0.066553545
MYO15A,0.158364296
GIMAP7,-0.11482448
ATP6V1E2,0.020770105
UTP3,-0.058653076
MT4,0.068959281
CKLF,-0.16632157
MBNL1,-0.094764235
PLEKHN1,0.110632893
NUP160,0.077917173
ACSM2A,0.104337091
HAND1,0.1550452
SERPINB1,-0.212941514
FGA,-0.091247366
GSX1,0.047893414
IGFBP1,0.025823995
ZNF642,0.04001841
SLC1A1,0.003145875
DHX57,0.069699579
GDPD3,0.056724885
PTPN21,0.068933923
PNPLA5,0.154973879
FAM116A,-0.123322579
TBR1,0.049103377
IQGAP1,-0.188840598
FOS,-0.02984359
FIGNL1,0.139753548
ZNF226,-0.00222336
C14orf1,-0.013727815
PUS7,-0.061734202
TUBB6,-0.231357573
BAZ2A,0.040566173
KCNQ2,0.049163782
SECISBP2L,-0.067597566
CT45A5,0.078308238
MARCH6,-0.061362853
PRODH,-0.000620005
CCDC33,0.14259395
EPHA6,0.068958298
RBM11,0.06754605
SLC43A1,-0.03725849
NTN1,-0.010643321
ING4,-0.076156333
PCDHB10,-0.00209771
DPH2,-0.027457899
SPACA4,-0.012473373
FBXL21,0.060687901
DIAPH1,-0.064522233
ZNF71,0.073071282
CEP76,0.023081409
CORO1A,-0.075667509
RRM2,0.047073732
OS9,-0.111067373
COG5,-0.009712207
SLC4A1AP,0.002847188
C15orf57,-0.151295857
COPS8,-0.10328113
NGLY1,-0.024283766
NCBP2,-0.073986785
GPSM3,-0.091500687
SIL1,-0.134059752
ASB6,-0.108974969
UNC93A,0.085150827
A1BG,-0.057658718
C21orf62,0.027346244
FMO5,-0.007617702
ATRIP,-0.006431704
CEBPG,-0.040429649
TNFRSF1B,-0.117464863
CLEC1A,-0.101215832
FAM69A,-0.116912926
IQSEC1,0.068402951
PATZ1,0.028678399
RBM22,-0.114915656
BAG2,-0.090893525
PAQR5,0.066847249
THNSL1,0.101456691
SHROOM3,0.12641205
JAM2,0.008361276
ISM2,0.119091278
CBWD3,0.069980295
SNRPN,-0.142834859
ALX4,0.058512316
CACNA1S,0.151047592
CORIN,0.096389382
CD300LB,0.082828183
PLEKHG6,0.042945121
LRRC40,0.140054805
PCDHB16,-0.046360111
WNT2B,-0.01191507
ASNS,-0.041661862
MRPL49,-0.139406851
SMU1,-0.102446096
NHLRC4,0.089408845
ISG20,-0.120177786
GJD2,0.208585158
POLR1D,-0.082465169
CASZ1,0.138533448
GIN1,0.071260524
CDKN2AIP,-0.019546498
ANKRD29,0.062795462
KRR1,-0.011931742
CXCL1,0.028567833
EPM2A,-0.045073512
PC,-0.000102524
DEFB127,0.018285933
PDZRN4,0.05101867
FAH,-0.023590949
SNORD68,0.055458773
OR51E1,0.133308683
DNTTIP1,-0.216699819
PAX8,0.050442402
TMEM116,-0.019906022
BEX1,0.083845977
MRPL40,-0.145013048
SLC2A4,-0.071730746
PKMYT1,0.129885218
FEZF2,0.186645399
SLC26A9,0.103318753
LOC100134713,0.133349044
MAP2,0.264876853
LYL1,-0.137222714
SLC25A19,0.013214112
NOS3,0.083698936
ZNF34,0.046354143
TMPRSS11F,0.081031705
FAM43A,-0.105948533
FCRL4,0.062456996
KLF14,-0.015861819
FLRT2,-0.049091543
WRN,0.107395516
SDF2,-0.113545037
C9orf125,0.081536055
C6orf195,0.091525443
DZIP3,0.125660978
RIT1,-0.083613151
SCML1,0.146210658
RHBDF2,-0.059993564
REXO1L1,0.083384776
OR2G3,0.024154543
FBXW11,-0.005622269
ETAA1,-0.021012844
AKT1S1,-0.080110653
SLC12A5,0.260855908
NRIP3,0.136917055
TMEM121,-0.032551142
NOS1AP,0.082479642
TMX1,-0.070094623
DGCR6,-0.05825066
SAP30BP,-0.045260041
WDR76,0.161213614
FAM82B,-0.076755344
MEAF6,-0.132161281
MAP9,0.157643967
CXorf36,-0.069068691
DSCR3,-0.012293466
BCDIN3D,0.028908198
ZFAND3,-0.139402512
SPSB3,-0.055577859
FAM133A,0.095982776
LOC90834,0.043151254
TMEM198,0.157122461
SLC39A3,0.001805038
DISP2,0.187243314
C1orf226,0.039090194
MKRN3,0.139404974
ADAMTS13,0.163400022
CBLN3,0.039784166
TTYH1,0.118268897
C3orf18,0.082293827
ZMYND12,0.009761738
C18orf25,0.099553148
GLB1L3,0.19102235
ATP13A5,0.118897136
SPATA21,0.113543483
RANBP10,0.081340355
CD96,0.053873423
DENND1C,-0.016972177
RBMS3,-0.088368604
SLC41A3,-0.1339357
DGCR6L,-0.136252621
TMEM128,-0.037080406
CSNK1G3,-0.091747881
TSPAN6,-0.162019266
MATN2,-0.077850061
ST6GALNAC2,0.065644775
FAM162A,-0.119406581
GNRHR2,0.073373133
FGL1,-0.01234908
FGFBP2,-0.017365318
MPP3,-0.006846453
ARHGEF6,-0.110384797
TGFBR2,-0.196051352
ACMSD,0.027693
C9orf5,-0.039105212
DEAF1,-0.133952925
AMN,0.045303328
DEFA6,0.012840433
RNF212,0.131325854
CIB1,-0.168787156
ZNF680,-0.035643165
TSSK1B,0.131095763
TTC23L,0.109776578
CLDN20,0.096018251
CTNNAL1,-0.082106649
LOC152217,-0.013057998
TLE6,0.070948852
CIT,0.163472182
ZNF607,0.04398487
HERC4,-0.041934421
DRAP1,-0.1135778
PEMT,-0.109848404
RGP1,0.002734505
ZNF575,0.031482193
KCTD7,0.076799043
MYO1F,0.023148086
RAB11A,-0.085637929
PLCD3,0.055147031
PTBP2,0.010881365
C19orf60,-0.188733532
C7orf25,0.032036093
VSX2,0.166235337
SETD7,-0.148616867
HOXB9,0.091149327
VANGL1,0.034260994
CHAF1B,0.062705651
NDUFA3,-0.136227719
KIAA1328,0.044107196
PATE3,0.113884723
SHARPIN,-0.110441021
TTC23,-0.007213325
UGP2,-0.222087249
LOC283070,0.096439701
CIRBP,-0.098765985
SEC14L4,0.059091011
OVCH1,0.09004139
VPS52,-0.127545599
GPRIN3,0.168721222
PPM1F,-0.093725284
TSR1,-0.137056707
PCSK5,0.081781001
ZFHX3,0.077289952
HEMK1,0.170489498
PGBD2,0.001822532
SCRIB,-0.035968857
AURKC,0.035097163
RSRC2,-0.010869521
ORM2,-0.007383542
FZD6,-0.111425419
CUX1,-0.067979496
GPX3,0.109171541
UNC119,0.214674988
NOV,-0.07994579
C19orf76,0.045514933
TBCK,0.130362487
CDC42SE2,-0.250713596
EIF2S2,-0.05415696
RNF130,-0.212861901
CKAP5,0.104067498
TMEM93,-0.072817939
KCNMB2,0.099976609
DYX1C1,0.244720555
ANK3,0.151607267
KRT5,-0.044930895
CDH12,0.254503303
QRSL1,-0.034932848
SHC4,0.010291405
CCL15,0.068321258
CCDC22,-0.106508791
SNX24,-0.111114995
RARS,-0.094467479
MORC2,0.026768165
TNXA,0.053092166
FAM48A,-0.03776066
MT1H,0.016391561
PPP1R14C,-0.016822229
FOXD1,-0.000498074
C1orf213,0.044346104
AMT,-0.00663934
DSN1,0.035400425
HIST2H2BF,-0.025898761
GPRC5B,-0.117485363
DIS3L,0.016018698
RASL11A,-0.1567242
FRMD7,0.029072265
STRN4,-0.17486476
KITLG,-0.101504323
LOC100130093,0.083523422
HDGF,-0.1755184
OR1S1,0.045459317
SETX,-0.050387983
DDR2,-0.069781451
KCTD12,-0.222898001
WDR52,0.178098926
TMEM2,-0.044053384
ZNF579,-0.069718853
TNFSF9,0.124452131
MAP4K4,-0.086805049
CNIH3,0.067184019
ALS2CR12,0.117967869
DOCK3,0.146070926
PAQR9,0.123411225
STX16,-0.095947205
ASB17,0.046180156
FEZ2,-0.142213594
DLAT,0.030906561
KIF21B,0.139378196
CDC5L,-0.086152336
TMEM119,-0.060013317
CRIP3,0.065829792
TPSD1,0.187927469
TEPP,0.104602656
GNGT2,0.204455689
APLF,0.030765768
WNK1,-0.01323043
GSDMD,-0.114248274
HAS1,0.088137795
PPA1,-0.073916307
ST7,-0.071135445
C11orf46,-0.06226391
POPDC3,-0.026007244
ACOX2,-0.028684836
ATCAY,0.076917367
TM4SF19,0.059197585
MFSD9,0.102631896
STAG3L4,0.049409104
PDHB,-0.212463293
ERN1,0.164014774
LCE3C,0.122363039
GPR111,0.081869442
ADAMTS5,0.011653708
B3GALT1,0.095064316
NOTCH3,-0.050624376
FAM58A,-0.101590088
CALHM2,-0.168207236
FBXO32,-0.067924479
CLPP,-0.165015171
NXPH1,0.103444527
MTMR3,0.004129635
PAM16,-0.110766929
ATP1B3,-0.204676208
HIST1H3F,0.051417257
TRIM25,-0.140746773
SDCBP2,0.06379693
CRKL,-0.134498299
HOXB2,-0.114079449
ANP32B,-0.150017331
GATM,-0.148829701
AP4E1,0.01721007
RASA3,-0.142493283
CDH4,0.171997392
CDKN3,0.08994788
PGD,-0.186465312
GAD1,0.212017609
MPG,-0.137020317
RND1,0.002124925
ZNF133,0.047197673
SERPINB12,0.101214011
ITPRIP,-0.166190984
AMELY,0.069041601
DHX36,-0.061976706
TNFAIP8L2,0.005662571
PHTF2,-0.055618551
CCDC112,0.072229808
LOC644172,0.033919351
IQCC,0.083708751
FTSJ2,-0.127390247
APPL1,0.063678734
HEYL,-0.009476055
RAB43,-0.044018368
WAC,-0.00695046
ADCY9,-0.096777626
PYCRL,0.086438981
SLC22A9,0.05597277
CELF4,0.200102168
TAS2R20,0.095202532
CDKAL1,-0.052007993
PDYN,0.09701001
VAV3,0.095207488
MTMR11,-0.050735797
STXBP3,-0.08682059
EIF3G,-0.235263768
ARHGAP22,0.083996865
NPC1,-0.045413028
NPFFR1,0.075996736
ALDH9A1,-0.106306389
ZNF600,-0.050807447
RASSF1,-0.118423105
PITPNB,-0.15045813
ADD2,0.197706223
ZNF678,0.13269922
PKD2L2,0.065349177
CARKD,-0.202118141
LRP11,-0.203354563
CDKL1,0.028795883
SMEK2,0.024564105
PRODH2,0.039851711
C11orf54,-0.158868733
IL7,0.061959128
ATMIN,-0.065098747
BTG3,-0.162218875
PAK2,-0.164431569
GATA4,0.05621666
ATP2B1,0.082650873
PARM1,-0.10092865
C1orf172,0.073357433
ATF7IP2,0.071121513
MS4A14,0.056649402
SLC25A43,-0.09973101
IGF2BP1,0.108662166
FCHSD1,0.123053651
CAMK2N2,0.008981981
ELAVL3,0.126826812
UBE2J2,-0.230919672
TCP10L2,0.092546708
GNL2,-0.182943024
CDX1,0.045041738
PRR3,-0.024162802
OR4F6,0.08148988
KLHL24,0.03117299
CCDC88A,0.116524636
SGPP1,-0.142417042
C10orf11,-0.051075774
SLC35B4,0.040782109
UGT3A2,0.110196979
ARNT2,0.03756561
ITPR3,0.064102369
CBR1,-0.226901823
TRAPPC6B,0.053638922
ZNHIT6,-0.031154938
TP53TG5,0.063194585
WDSUB1,-0.010980894
APBA1,0.129744074
RAB2A,-0.20779758
C6orf162,0.007830385
HPSE2,0.117671969
PLCE1,0.090976775
INSL3,-0.043568974
DLG1,-0.04704073
PTPLA,-0.053590769
PIGX,0.104369032
TFIP11,-0.172281235
KRTAP4-12,0.047555967
FIBIN,-0.146564263
GRAP2,-0.004509288
POLR2G,-0.072772585
DNAJB8,0.101875038
CNBP,-0.135076369
RTKN2,0.065124894
WASF1,0.096463014
INPP5E,-0.022682327
HSPB1,-0.178546349
ZCCHC16,0.142320553
CUBN,0.143126518
IGF1,0.006326369
ITPK1,-0.136961828
G3BP1,-0.090603317
NAALAD2,0.093514139
NT5DC1,-0.110997673
CYP39A1,0.020048509
TMEM139,0.074554646
POLK,0.058857617
RBM15,0.106109314
AMZ2,-0.11520659
GDF15,-0.07468529
MESDC2,-0.147564385
GZMM,-0.057713691
LOC727896,0.054055897
PAIP1,-0.155277344
CACNA2D1,0.125645118
STK32C,0.0194702
DEC1,0.097831276
SH3BP4,-0.075820431
PADI1,0.095102303
PON3,0.029319274
PROP1,0.08948949
UBB,-0.142135883
ANKRD13B,0.032015093
ADCK1,0.094576793
TCF25,-0.220824067
SLC38A5,0.004361948
MIR15A,0.011182216
PPP1R13B,-0.025242897
ARL2,-0.238118936
TOP3A,0.087746535
SLC16A14,0.063059488
FXYD6,-0.092634388
HIST1H4E,0.053378409
BBC3,-0.044918419
PI4KB,-0.025682639
B3GAT1,0.164705383
SUSD2,-0.00506785
OAZ2,-0.058844695
NOC4L,-0.150990716
FADS1,-0.087431842
DKK2,-0.021241196
RHOT1,0.099355683
OXT,0.078577001
ARL4A,-0.075785781
GPR153,-0.046380789
CCDC64,0.127467714
SAAL1,-0.0646349
TMEM14E,0.106003133
USE1,-0.147846823
PCGF3,-0.029395434
HNMT,-0.173164155
MIR129-2,0.094047096
ASPRV1,0.078955314
CYP2C19,0.045283246
CDK11A,-0.089281184
ACSBG2,0.105291027
CCDC11,0.084498915
RWDD2A,-0.086774798
PALLD,-0.1738654
CPLX4,0.244031349
UCMA,0.091811563
KPNA2,-0.051903483
MACROD1,-0.138828428
TMCO3,-0.146987573
DSCC1,0.006708271
C15orf52,-0.105740337
BIRC5,0.051034357
PRR16,0.037744354
FAM63B,0.125031955
SPDYE7P,-0.010954981
KATNB1,0.112076175
CPLX3,0.200756849
WNT8B,0.163992021
GHR,-0.034217705
CCDC124,-0.154897971
BCLAF1,0.041804145
GOLGA3,0.048583532
CLEC4E,0.021026277
MGAT4B,-0.105797115
BBS7,0.186901512
GLE1,-0.079418888
